2277
31421
2034	1939	1
2034	2263	1
2034	1976	1
2034	2234	1
2034	804	1
2034	1474	1
2034	2110	1
2034	652	1
2034	1350	1
2034	1860	1
2034	2243	1
2034	1889	1
2034	1356
2034	536	1
1747	1554	1
1747	1843	1
1747	1612	1
1747	1776	1
1747	1911	1
817	115	1
319	760	1
319	1398	1
319	2165	1
319	1530	1
319	1023	1
319	897	1
319	2042	1
319	1409	1
319	1918	1
319	1921	1
319	1285	1
319	2175	1
319	2053	1
319	2192	1
319	1303	1
319	2199	1
319	296	1
319	2204	1
319	1569	1
319	1321	1
319	2221	1
319	443	1
319	2223	1
319	699	1
319	2225	1
319	572	1
319	956	1
319	829	1
319	1344	1
319	841	1
319	970	1
319	1606	1
319	1988	1
319	1224	1
319	1232	1
319	1492	1
319	1622	1
319	1750	1
319	1495	1
319	2134	1
319	373	1
319	1247	1
319	993	1
319	1887	1
319	2013	1
319	1762	1
319	366	1
319	1127	1
319	1895	1
319	370	1
319	1898	1
319	1013	1
28	95	1
28	1204	1
28	1877	1
28	1435	1
28	2109	1
28	2113	1
28	115	1
28	1512	1
28	2187	1
777	1907	1
777	1939	1
777	1081	1
777	1976	1
777	2009	1
777	1854	1
777	2043	1
777	360	1
777	2217	1
777	1474	1
777	1665	1
777	2208	1
777	1986	1
777	1454	1
777	1841	1
777	2249	1
777	1233	1
777	2093	1
1967	1401	1
1967	767	1
1967	1854	1
1967	776	1
1967	2208	1
1967	2249	1
1615	1714	1
1615	2275	1
1615	1640	1
1615	1288	1
1615	1162	1
1615	1961	1
1615	2153	1
1615	2026	1
1615	880	1
1502	1940	1
1502	764	1
1502	797	1
1502	1306	1
1502	164	1
1502	2167	1
1502	992	1
1502	2171	1
1502	2172	1
1502	965	1
1502	746	1
1502	1837	1
153	2140	1
912	33	1
912	1462	1
912	2195	1
912	2263	1
912	1976	1
912	2208	1
912	1989	1
912	2246	1
912	1356	1
1642	1333	1
1642	954	1
1642	1147	1
1642	674	1
1642	1976	1
1642	2234	1
1642	2203	1
1642	204	1
1642	2110	1
1642	1860	1
1642	1866	1
1642	186	1
1642	339	1
1642	1674	1
1642	1356	1
1642	1741	1
1642	536	1
1642	2246	1
1382	404	1
1382	606	1
1382	1717	1
1382	2186	1
1382	1241	1
2021	1939	1
2021	2230	1
2021	2044	1
2021	2249	1
2021	1706	1
2021	1198	1
2021	1454	1
2021	2218	1
2021	1233	1
2021	1741	1
1441	676	1
1441	1741	1
1441	1939	1
306	1789	1
306	1939	1
306	1741	1
1518	1939	1
1518	546	1
1518	2263	1
1518	1976	1
1518	1132	1
1518	2088	1
1518	2249	1
1518	1741	1
390	935	1
390	2175	1
390	1414	1
390	1880	1
1628	460	1
1628	1830	1
1628	908	1
1628	1584	1
1481	1333	1
1481	954	1
1481	1147	1
1481	674	1
1481	1976	1
1481	2234	1
1481	2203	1
1481	204	1
1481	2110	1
1481	1860	1
1481	1866	1
1481	186	1
1481	339	1
1481	1674	1
1481	1356	1
1481	1741	1
1481	536	1
1481	2246	1
1732	776	1
1732	2163	1
463	2263	1
463	1976	1
463	1741	1
463	2266	1
1014	924	1
1014	2164	1
1014	1561	1
1014	1974	1
1014	1632	1
1014	652	1
1014	1932	1
1014	2253	1
195	33	1
195	1462	1
195	2195	1
195	2260	1
195	2003	1
195	2263	1
195	1976	1
195	1565	1
195	650	1
195	1384	1
195	122	1
195	1356	1
195	186	1
1969	1333	1
1969	954	1
1969	1147	1
1969	674	1
1969	1976	1
1969	2234	1
1969	2203	1
1969	204	1
1969	2110	1
1969	1860	1
1969	1866	1
1969	186	1
1969	339	1
1969	1674	1
1969	1356	1
1969	1741	1
1969	536	1
1969	2246	1
297	1748	1
297	867	1
297	77	1
297	1761	1
297	2014	1
297	2123	1
297	187	1
623	1384	1
976	935	1
976	2175	1
976	1414	1
976	1880	1
460	1634	1
460	1628	1
460	1758	1
460	908	1
460	1584	1
2024	2159	1
2024	1400	1
2024	1402	1
2024	8	1
2024	1408	1
2024	1917	1
2024	520	1
2024	1799	1
2024	2190	1
2024	1555	1
2024	1062	1
2024	683	1
2024	2212	1
2024	2213	1
2024	687	1
2024	1835	1
2024	813	1
2024	1077	1
2024	2094	1
2024	2157	1
2024	2097	1
2024	2105	1
2024	1860	1
2024	2246	1
2024	1356	1
2024	977	1
2024	850	1
2024	2133	1
2024	614	1
2024	2266	1
2024	2276	1
2024	378	1
2024	633	1
1072	1274	1
1072	519	1
1072	1032	1
1072	1678	1
1072	1939	1
1072	924	1
1072	1951	1
1072	1572	1
1072	1202	1
1072	2227	1
1072	1976	1
1072	456	1
1072	1345	1
1072	204	1
1072	967	1
1072	1983	1
1072	595	1
1072	1741	1
1072	1487	1
1072	2252	1
1072	2260	1
1072	2263	1
1072	1889	1
1072	1259	1
1072	1771	1
2029	893	1
2029	2029	1
456	2159	1
456	1660	1
456	272	1
456	535	1
456	917	1
456	1937	1
456	1939	1
456	1942	1
456	1945	1
456	170	1
456	1442	1
456	683	1
456	1333	1
456	700	1
456	2097	1
456	826	1
456	1976	1
456	1741	1
456	2263	1
456	866	1
456	1252	1
456	999	1
456	622	1
456	378	1
1693	1427	1
1693	1812	1
1693	1017	1
1693	1718	1
1693	2197	1
1693	1980	1
1693	108	1
1693	2268	1
1693	1856	1
1693	2240	1
1693	2272	1
1693	1664	1
1693	775	1
1693	1265	1
1293	1427	1
1293	1017	1
1293	1718	1
1293	2197	1
1293	1693	1
1293	1980	1
1293	2268	1
1293	1856	1
1293	1919	1
1293	2240	1
1293	1414	1
1293	1664	1
1293	1930	1
1293	1265	1
871	1333	1
871	954	1
871	1147	1
871	674	1
871	1976	1
871	2234	1
871	2203	1
871	204	1
871	2110	1
871	1860	1
871	1866	1
871	186	1
871	339	1
871	1674	1
871	1356	1
871	1741	1
871	536	1
871	2246	1
630	1741	1
630	1932	1
630	924	1
630	1669	1
1866	2263	1
1866	1976	1
1866	776	1
1866	1860	1
1866	652	1
1866	1741	1
1866	2188	1
2025	2030	1
2025	1237	1
2025	921	1
2025	2191	1
2025	351	1
2025	1714	1
2025	1900	1
2025	1425	1
2025	1340	1
2025	2090	1
2025	2145	1
2025	2177	1
2025	1288	1
2025	2275	1
2025	2209	1
2025	881	1
2025	2153	1
2025	2186	1
2025	1520	1
2025	220	1
2104	1333	1
2104	1939	1
2104	2263	1
2104	1976	1
2104	363	1
2104	842	1
2104	1741	1
1501	1940	1
1501	764	1
1501	797	1
1501	1306	1
1501	164	1
1501	1975	1
1501	992	1
1501	2171	1
1501	2172	1
1501	965	1
1501	746	1
1501	1837	1
989	1396	1
989	1400	1
989	1406	1
989	2047	1
989	1286	1
989	282	1
989	2190	1
989	1429	1
989	1939	1
989	1686	1
989	1062	1
989	1700	1
989	1954	1
989	939	1
989	2211	1
989	687	1
989	813	1
989	943	1
989	432	1
989	1838	1
989	1077	1
989	189	1
989	66	1
989	2105	1
989	1346	1
989	1474	1
989	1985	1
989	591	1
989	1356	1
989	469	1
989	850	1
989	977	1
989	2249	1
989	1367	1
989	1753	1
989	2133	1
989	738	1
989	2008	1
989	614	1
989	114	1
989	632	1
157	1976	1
157	1854	1
157	2249	1
157	1062	1
157	939	1
157	1454	1
770	760	1
770	1912	1
770	393	1
770	1918	1
770	1920	1
770	1921	1
770	1285	1
770	2177	1
770	1923	1
770	1288	1
770	2179	1
770	531	1
770	1547	1
770	2058	1
770	921	1
770	1187	1
770	1569	1
770	1066	1
770	1959	1
770	2221	1
770	956	1
770	220	1
770	475	1
770	1492	1
770	355	1
770	1510	1
770	1898	1
770	2026	1
209	2246	1
209	1939	1
209	2139	1
209	1752	1
592	1356	1
592	1976	1
592	1939	1
592	2234	1
592	2263	1
544	1939	1
544	1942	1
544	1945	1
544	1976	1
544	2263	1
544	456	1
544	272	1
544	2246	1
544	1741	1
544	117	1
544	378	1
1286	2256	1
1286	1939	1
1286	546	1
1286	2263	1
1286	1976	1
1286	1915	1
1286	2249	1
1286	1741	1
663	760	1
663	1912	1
663	393	1
663	1918	1
663	1920	1
663	1921	1
663	1285	1
663	2177	1
663	1923	1
663	1288	1
663	2179	1
663	531	1
663	1547	1
663	2058	1
663	921	1
663	1187	1
663	1569	1
663	1066	1
663	1959	1
663	2221	1
663	956	1
663	220	1
663	475	1
